"stockid","stocklong","assessid","assessor_id","assess_method","country","region","area","family","species","comm_name"
"SPANMACKSETO","Japanese Spanish mackerel Inland Sea of Japan","FAFRFJ-SPANMACKSETO-1987-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Inland Sea of Japan","Scombridae","Scomberomorus niphonius","Japanese spanish mackerel"
"SPHAKECH","South Pacific hake Central-Southern Chile","IFOPCH-SPHAKECH-1940-2020-Quiroz","IFOPCH","AD-CAL","Chile","South America","Central-Southern Chile","Merlucciidae","Merluccius gayi gayi","South pacific hake"
"SPRAT22-32","Sprat Baltic Areas 22-32","WGBFAS-SPRAT22-32-1973-2023-ICESIMP2024","WGBFAS","Unknown","multinational","European Union","Baltic Areas 22-32","Clupeidae","Sprattus sprattus","Sprat"
"SPRATIIIa-IV","Sprat ICES 3a-4","HAWG-SPRATIIIa-IV-1974-2021-ICESIMP2021-2","HAWG","Unknown","multinational","European Union","ICES 3a-4","Clupeidae","Sprattus sprattus","Sprat"
"SPRATVIIde","Sprat ICES 7de","HAWG-SPRATVIIde-1977-2020-ICESIMP2021-2","HAWG","Unknown","multinational","European Union","ICES 7de","Clupeidae","Sprattus sprattus","Sprat"
"SPRATVI-VIIabcfghijk","Sprat ICES 6-7abcfghijk","HAWG-SPRATVI-VIIabcfghijk-1986-2020-ICESIMP2021-2","HAWG","Unknown","multinational","European Union","ICES 6-7abcfghijk","Clupeidae","Sprattus sprattus","Sprat"
"SPRAYIIIa-IV-VIId","Spotted ray ICES 3a-4-7d","WGEF-SPRAYIIIa-IV-VIId-1993-2018-ICESIMP2021","WGEF","Unknown","multinational","European Union","ICES 3a-4-7d","Rajidae","Raja montagui","Spotted ray"
"SPRAYIXa","Spotted ray Portugese Waters -East","WGEF-SPRAYIXa-2003-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","Portugese Waters -East","Rajidae","Raja montagui","Spotted ray"
"SPRAYVIIaefgh","Spotted ray ICES 7aefgh","WGEF-SPRAYVIIaefgh-1993-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","ICES 7aefgh","Rajidae","Raja montagui","Spotted ray"
"SPRAYVIII","Spotted ray Bay of Biscay","WGEF-SPRAYVIII-1999-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","Bay of Biscay","Rajidae","Raja montagui","Spotted ray"
"SPRAYVI-VIIbj","Spotted ray ICES 6-7bj","WGEF-SPRAYVI-VIIbj-2005-2015-ICESIMP2018","WGEF","Unknown","multinational","European Union","ICES 6-7bj","Rajidae","Raja montagui","Spotted ray"
"SPRBLKGSA29","Sprat Black Sea","SGSABS-SPRBLKGSA29-1991-2022-HIVELY","SGSABS","SPICT","multinational","Mediterranean-Black Sea","Black Sea","Clupeidae","Sprattus sprattus","Sprat"
"SPSDOGPCOAST","Spotted spiny dogfish Pacific Coast","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","NWFSC","SS3","USA","US West Coast","Pacific Coast","Squalidae","Squalus suckleyi","Spotted spiny dogfish"
"SPSHRIMPCWA","Southern pink shrimp Central West Africa","FAO-DR-SPSHRIMPCWA-1990-2007-CHING","FAO-DR","DPM","multinational","West Africa","Central West Africa","Penaeidae","Farfantepenaeus notialis","Southern pink shrimp"
"SPSHRIMPNWAMRT","Southern pink shrimp North West Africa Mauritania","FAO-DR-SPSHRIMPNWAMRT-1990-2019-ASHBROOK","FAO-DR","LPM","multinational","West Africa","North West Africa Mauritania","Penaeidae","Farfantepenaeus notialis","Southern pink shrimp"
"SPSHRIMPNWASEN_GMB","Southern pink shrimp North West Africa Senegal_The Gambia","FAO-DR-SPSHRIMPNWASEN_GMB-1987-2016-ASHBROOK","FAO-DR","LPM","multinational","West Africa","North West Africa Senegal_The Gambia","Penaeidae","Farfantepenaeus notialis","Southern pink shrimp"
"SPSQUIDPAC","Spear squid Pacific Ocean","FAFRFJ-SPSQUIDPAC-1978-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Pacific Ocean","Loliginidae","Heterololigo bleekeri","Spear squid"
"SPSQUIDTSSTWC","Spear squid Tsushima warm current","FAFRFJ-SPSQUIDTSSTWC-1990-2013-JPNIMP2016","FAFRFJ","Unknown","Japan","Japan","Tsushima warm current","Loliginidae","Heterololigo bleekeri","Spear squid"
"SPURDNEATL","Spurdog Northeast Atlantic","WGEF-SPURDNEATL-1905-2020-ICESIMP2021-2","WGEF","Unknown","multinational","European Union","Northeast Atlantic","Squalidae","Squalus acanthias","Spurdog"
"SRAKEROCKBSAI","Shortraker rockfish Bering Sea and Aleutian Islands","AFSC-SRAKEROCKBSAI-1977-2020-SISIMP2021-2","AFSC","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","Sebastidae","Sebastes borealis","Shortraker rockfish"
"SRAKEROCKGA","Shortraker rockfish Gulf of Alaska","AFSC-SRAKEROCKGA-1991-2018-SISIMP2021-2","AFSC","Unknown","USA","US Alaska","Gulf of Alaska","Sebastidae","Sebastes borealis","Shortraker rockfish"
"SSALMA1","Sockeye salmon Area 1","DFO-SSALMA1-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 1","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA12","Sockeye salmon Area 12","DFO-SSALMA12-1980-2004-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 12","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA13","Sockeye salmon Area 13","DFO-SSALMA13-1980-2004-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 13","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA16","Sockeye salmon Area 16","DFO-SSALMA16-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 16","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA28","Sockeye salmon Area 28","DFO-SSALMA28-1980-2003-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 28","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA2E","Sockeye salmon Area 2E","DFO-SSALMA2E-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 2E","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA2W","Sockeye salmon Area 2W","DFO-SSALMA2W-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 2W","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA5","Sockeye salmon Area 5","DFO-SSALMA5-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 5","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA6","Sockeye salmon Area 6","DFO-SSALMA6-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 6","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA7","Sockeye salmon Area 7","DFO-SSALMA7-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 7","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMA8","Sockeye salmon Area 8","DFO-SSALMA8-1980-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Area 8","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMADAMS","Sockeye salmon Adams","DFO-SSALMADAMS-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Adams","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMAKALURAL","Sockeye salmon Akalura Lake","ADFG-SSALMAKALURAL-1970-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Akalura Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMANADYRSW","Sockeye salmon Anadyr sockeye wild","TINRO-SSALMANADYRSW-1952-2004-HIVELY","TINRO","Unknown","Russia","Russia Japan (Pacific Salmon)","Anadyr sockeye wild","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMATNARKO","Sockeye salmon Atnarko (Area 8)","DFO-SSALMATNARKO-1953-1999-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Atnarko (Area 8)","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMAWKER","Sockeye salmon Akwe River","ADFG-SSALMAWKER-1973-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Akwe River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBARKS","Sockeye salmon Barkley Sound","DFO-SSALMBARKS-1977-2004-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Barkley Sound","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBEARR","Sockeye salmon Bear River","ADFG-SSALMBEARR-1980-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Bear River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBIRKENH","Sockeye salmon Birkenhead","DFO-SSALMBIRKENH-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Birkenhead","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBLACKL","Sockeye salmon Black Lake","ADFG-SSALMBLACKL-1918-1999-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Black Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBOWRON","Sockeye salmon Bowron","DFO-SSALMBOWRON-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Bowron","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBRANCH","Sockeye salmon Branch","ADFG-SSALMBRANCH-1956-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Branch","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMBUSKINL","Sockeye salmon Buskin Lake","ADFG-SSALMBUSKINL-1990-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Buskin Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCAYENNE","Sockeye salmon cayenne","DFO-SSALMCAYENNE-1976-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","cayenne","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCHIGNIKL","Sockeye salmon Chignik Lake","ADFG-SSALMCHIGNIKL-1918-1999-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Chignik Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCHILKATL","Sockeye salmon Chilkat Lake","ADFG-SSALMCHILKATL-1976-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Chilkat Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCHILKO","Sockeye salmon Chilko","DFO-SSALMCHILKO-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Chilko","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCHILKOOTL","Sockeye salmon Chilkoot Lake","ADFG-SSALMCHILKOOTL-1976-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Chilkoot Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCHILKOS","Sockeye salmon Chilko South","DFO-SSALMCHILKOS-1967-1989-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Chilko South","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCHILLIW","Sockeye salmon chilliwack","DFO-SSALMCHILLIW-1976-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","chilliwack","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCOLR","Sockeye salmon Columbia R","WDFW-SSALMCOLR-1950-2002-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Columbia R","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMCULTUS","Sockeye salmon Cultus","DFO-SSALMCULTUS-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Cultus","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMEALSEKDR","Sockeye salmon East-Alsek-Doame River","ADFG-SSALMEALSEKDR-1972-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","East-Alsek-Doame River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMEGEGIK","Sockeye salmon Egegik","ADFG-SSALMEGEGIK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Egegik","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMEKAMSW","Sockeye salmon East Kamchatka sockeye wild","TINRO-SSALMEKAMSW-1952-2004-HIVELY","TINRO","Unknown","Russia","Russia Japan (Pacific Salmon)","East Kamchatka sockeye wild","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMEUPPERS","Sockeye salmon Early Upper Station","ADFG-SSALMEUPPERS-1969-1999-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Early Upper Station","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMFENNELL","Sockeye salmon fennell","DFO-SSALMFENNELL-1954-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","fennell","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMGATES","Sockeye salmon Gates","DFO-SSALMGATES-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Gates","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMGATESC","Sockeye salmon Gates Channel","DFO-SSALMGATESC-1968-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Gates Channel","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMHARRISON","Sockeye salmon harrison","DFO-SSALMHARRISON-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","harrison","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMHORSEFLY","Sockeye salmon Horsefly","DFO-SSALMHORSEFLY-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Horsefly","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMHSSH","Sockeye salmon Japan High Seas catch sockeye hatchery","FAFRFJ-SSALMHSSH-1952-1998-HIVELY","FAFRFJ","Unknown","Japan","Russia Japan (Pacific Salmon)","Japan High Seas catch sockeye hatchery","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMHSSW","Sockeye salmon Japan High Seas catch sockeye wild","FAFRFJ-SSALMHSSW-1952-1998-HIVELY","FAFRFJ","Unknown","Japan","Russia Japan (Pacific Salmon)","Japan High Seas catch sockeye wild","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMIGUSHIK","Sockeye salmon Igushik River","ADFG-SSALMIGUSHIK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Igushik River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMILNIKR","Sockeye salmon Ilnik River","ADFG-SSALMILNIKR-1991-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Ilnik River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMITALOR","Sockeye salmon Italo River","ADFG-SSALMITALOR-1972-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Italo River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMKARLUKL","Sockeye salmon Karluk Lake","ADFG-SSALMKARLUKL-1976-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Karluk Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMKIMSQUIT","Sockeye salmon Kimsquit","DFO-SSALMKIMSQUIT-1953-1999-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Kimsquit","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMKITLOPE","Sockeye salmon Kitlope","DFO-SSALMKITLOPE-1953-1999-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Kitlope","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMKLUKSHUR","Sockeye salmon Klukshu River","ADFG-SSALMKLUKSHUR-1976-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Klukshu River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMKUSKOKWIM","Sockeye salmon Kuskokwim","ADFG-SSALMKUSKOKWIM-1981-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kuskokwim","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMKVICHAK","Sockeye salmon Kvichak","ADFG-SSALMKVICHAK-1952-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kvichak","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLLAKE","Sockeye salmon Long Lake","DFO-SSALMLLAKE-1951-2005-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Long Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLOSTR","Sockeye salmon Lost River","ADFG-SSALMLOSTR-1972-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Lost River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLRIVER","Sockeye salmon Little River","ADFG-SSALMLRIVER-1975-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Little River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLSTUART","Sockeye salmon Late Stuart","DFO-SSALMLSTUART-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Late Stuart","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLUPPERS","Sockeye salmon Late Upper Station","ADFG-SSALMLUPPERS-1970-1999-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Late Upper Station","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLWASH","Sockeye salmon Lake Washington","WDFW-SSALMLWASH-1967-2003-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Lake Washington","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMMALINAL","Sockeye salmon Malina Lake","ADFG-SSALMMALINAL-1969-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Malina Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMMCDONALD","Sockeye salmon McDonald","ADFG-SSALMMCDONALD-1982-2001-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","McDonald","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMMITCHELL","Sockeye salmon Mitchell","DFO-SSALMMITCHELL-1949-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Mitchell","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNADINA","Sockeye salmon Nadina","DFO-SSALMNADINA-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Nadina","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNADINAC","Sockeye salmon Nadina Channel","DFO-SSALMNADINAC-1973-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Nadina Channel","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNAHANTLATCH","Sockeye salmon nahatlatch","DFO-SSALMNAHANTLATCH-1975-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","nahatlatch","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNAKNEK","Sockeye salmon Naknek","ADFG-SSALMNAKNEK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Naknek","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNASS","Sockeye salmon Nass","DFO-SSALMNASS-1967-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Nass","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNELSONR","Sockeye salmon Nelson River","ADFG-SSALMNELSONR-1981-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nelson River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNUSHAGAK","Sockeye salmon Nushagak","ADFG-SSALMNUSHAGAK-1952-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nushagak","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNUYAKUK","Sockeye salmon Nuyakuk","ADFG-SSALMNUYAKUK-1952-1988-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nuyakuk","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMOKSH","Sockeye salmon Okhotsk sockeye hatchery","TINRO-SSALMOKSH-1995-2004-HIVELY","TINRO","Unknown","Russia","Russia Japan (Pacific Salmon)","Okhotsk sockeye hatchery","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMOKSW","Sockeye salmon Okhotsk sockeye wild","TINRO-SSALMOKSW-1952-2004-HIVELY","TINRO","Unknown","Russia","Russia Japan (Pacific Salmon)","Okhotsk sockeye wild","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMORZINSKIL","Sockeye salmon Orzinski Lake","ADFG-SSALMORZINSKIL-1990-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Orzinski Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMOWIKENOL","Sockeye salmon Owikeno Lake","DFO-SSALMOWIKENOL-1948-2005-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Owikeno Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMPASAGSHAKR","Sockeye salmon Pasagshak River","ADFG-SSALMPASAGSHAKR-1968-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Pasagshak River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMPAULSBD","Sockeye salmon Pauls Bay Drainage","ADFG-SSALMPAULSBD-1969-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Pauls Bay Drainage","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMPITT","Sockeye salmon Pitt","DFO-SSALMPITT-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Pitt","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMPORTAGE","Sockeye salmon Portage","DFO-SSALMPORTAGE-1949-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Portage","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMQUIN","Sockeye salmon Quinault","WDFW-SSALMQUIN-1975-2003-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Quinault","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMRAFT","Sockeye salmon Raft","DFO-SSALMRAFT-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Raft","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMREDOUBTL","Sockeye salmon Redoubt Lake","ADFG-SSALMREDOUBTL-1979-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Redoubt Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSALTERYL","Sockeye salmon Saltery Lake","ADFG-SSALMSALTERYL-1976-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Saltery Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSANDYR","Sockeye salmon Sandy River","ADFG-SSALMSANDYR-1994-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Sandy River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSCOTCH","Sockeye salmon scotch","DFO-SSALMSCOTCH-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","scotch","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSEYMOUR","Sockeye salmon Seymour","DFO-SSALMSEYMOUR-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Seymour","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSHUSWAP","Sockeye salmon shuswap","DFO-SSALMSHUSWAP-1949-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","shuswap","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSITUKR","Sockeye salmon Situk River","ADFG-SSALMSITUKR-1976-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Situk River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSKEENA","Sockeye salmon Skeena","DFO-SSALMSKEENA-1950-2002-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Skeena","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSKIDEGATE","Sockeye salmon Skidegate","DFO-SSALMSKIDEGATE-1983-1999-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Skidegate","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSPEELL","Sockeye salmon Speel Lake","ADFG-SSALMSPEELL-1983-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Speel Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSTELLAKO","Sockeye salmon Stellako","DFO-SSALMSTELLAKO-1948-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","Stellako","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSTIKINE","Sockeye salmon Stikine (District108)","ADFG-SSALMSTIKINE-1982-2001-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Stikine (District108)","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTAHLTAN","Sockeye salmon Tahltan","ADFG-SSALMTAHLTAN-1979-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Tahltan","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTAKUR","Sockeye salmon Taku River","ADFG-SSALMTAKUR-1984-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Taku River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTASEKO","Sockeye salmon taseko","DFO-SSALMTASEKO-1975-2001-HIVELY","DFO","Unknown","Canada","Canada West Coast (Pacific Salmon)","taseko","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTOGIAK","Sockeye salmon Togiak","ADFG-SSALMTOGIAK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Togiak","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMUCOOKI","Sockeye salmon Upper Cook Inlet","ADFG-SSALMUCOOKI-1964-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Upper Cook Inlet","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
